event_id,lat,lon,event_cause,severity_tier,closure_risk,f4_risk,type_closure_rate,expected_clearance_min,p90_buffer_min,recommended_personnel,barricade,diversion,resource_hold_min,review_flag,night_flag,location_name,notes
FKID003504,12.965048,77.7022521,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,False,,[]
FKID003505,12.9591144,77.6574092,vehicle_breakdown,Low,0.083,0.083,0.043,41,113,1,False,False,113,False,False,,[]
FKID003506,12.91943439,77.54213863,others,Medium,0.112,0.112,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003507,12.9458182,77.5953985,others,Medium,0.089,0.089,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003508,13.0631884,77.4579755,vehicle_breakdown,Low,0.069,0.069,0.043,41,113,1,False,False,113,False,False,,[]
FKID003509,12.9872127,77.5498704,pot_holes,Low,0.042,0.042,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003510,12.928608,77.6816848,construction,High,0.265,0.092,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003511,12.9153846,77.6384335,vehicle_breakdown,Low,0.043,0.037,0.043,41,113,1,False,False,113,False,False,,[]
FKID003512,13.0030338,77.6799222,vehicle_breakdown,Low,0.043,0.031,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003513,13.0030338,77.6799222,vehicle_breakdown,Low,0.043,0.031,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003514,12.9536622,77.5423104,vehicle_breakdown,Low,0.053,0.053,0.043,41,113,1,False,False,113,False,False,,[]
FKID003515,13.0663452,77.4518169,others,Medium,0.088,0.088,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003516,12.9496281,77.5971417,vehicle_breakdown,Low,0.076,0.076,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003517,13.0086926,77.5270187,vehicle_breakdown,Low,0.043,0.033,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003518,12.9592974,77.6546997,vehicle_breakdown,Low,0.083,0.083,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003519,12.9777328,77.5455,pot_holes,Low,0.041,0.041,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003520,12.9517162,77.5401593,vehicle_breakdown,Low,0.053,0.053,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003521,12.9743175,77.6411225,tree_fall,High,0.394,0.091,0.394,90,1140,3,True,True,90,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003522,12.9495648,77.5368611,vehicle_breakdown,Low,0.053,0.053,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003523,12.9558613,77.7127156,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,False,,[]
FKID003524,12.974155,77.5511733,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,False,,[]
FKID003525,12.9286815,77.6817101,congestion,Medium,0.044,0.044,0.044,72,97,2,False,False,97,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003526,12.9934067,77.59555,vehicle_breakdown,Low,0.094,0.094,0.043,41,113,1,False,False,113,False,False,,[]
FKID003527,13.0983325,77.5904647,vehicle_breakdown,Low,0.043,0.039,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003528,12.9795039,77.5397421,vehicle_breakdown,Low,0.043,0.032,0.043,41,113,1,False,False,113,False,False,,[]
FKID003529,12.9320917,77.6872483,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003530,12.9994323,77.5839257,pot_holes,Low,0.024,0.021,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003531,12.9974507,77.6698174,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003532,12.9425534,77.7481214,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003533,13.0134021,77.6265131,vehicle_breakdown,Low,0.043,0.018,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003534,13.0420783,77.5158902,vehicle_breakdown,Low,0.043,0.034,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003535,13.0092094,77.5838479,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003536,12.90927,77.62768,vehicle_breakdown,Low,0.062,0.062,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003537,12.9050197,77.6015751,water_logging,High,0.085,0.065,0.085,113,1066,3,False,True,113,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003538,13.0418068,77.5477057,others,Medium,0.086,0.04,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003539,12.9665396,77.616609,construction,High,0.827,0.827,0.265,296,1420,4,True,True,296,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003540,12.8999213,77.6010062,water_logging,High,0.085,0.082,0.085,113,1066,3,False,True,113,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003541,13.045651,77.5641352,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003542,12.9679885,77.5882273,vehicle_breakdown,Low,0.086,0.086,0.043,41,113,1,False,False,113,False,False,,[]
FKID003543,12.9466153,77.5974113,road_conditions,High,0.239,0.239,0.124,246,918,3,False,True,246,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003544,12.9151685,77.5998241,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,False,,[]
FKID003545,12.9902665,77.5853871,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,False,,[]
FKID003546,13.0438226,77.5576364,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003547,12.9478362,77.5738065,pot_holes,Low,0.081,0.081,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003548,12.9374504,77.602993,vehicle_breakdown,Low,0.043,0.042,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003549,13.020097,77.6188953,vehicle_breakdown,Low,0.388,0.388,0.043,41,113,1,True,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003550,12.9775355,77.5455684,others,Medium,0.107,0.107,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003551,12.9623636,77.5645703,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,False,,[]
FKID003552,12.9666084,77.5739023,vehicle_breakdown,Low,0.05,0.05,0.043,41,113,1,False,False,113,False,False,,[]
FKID003553,12.9661497,77.5874534,vehicle_breakdown,Low,0.067,0.067,0.043,41,113,1,False,False,113,False,False,,[]
FKID003554,12.9698153,77.5873976,vehicle_breakdown,Low,0.078,0.078,0.043,41,113,1,False,False,113,False,False,,[]
FKID003555,12.9464543,77.496419,vehicle_breakdown,Low,0.097,0.097,0.043,41,113,1,False,False,113,False,False,,[]
FKID003556,12.9557282,77.7186721,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,False,,[]
FKID003557,13.0537555,77.5931842,vehicle_breakdown,Low,0.043,0.028,0.043,41,113,1,False,False,113,False,False,,[]
FKID003558,13.0098089,77.5542196,vehicle_breakdown,Low,0.043,0.001,0.043,41,113,1,False,False,113,False,False,,[]
FKID003559,13.0535122,77.5933869,vehicle_breakdown,Low,0.043,0.028,0.043,41,113,1,False,False,113,False,False,,[]
FKID003560,13.1017012,77.5989839,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,False,,[]
FKID003561,12.9734167,77.530222,vehicle_breakdown,Low,0.043,0.041,0.043,41,113,1,False,False,113,False,False,,[]
FKID003562,12.91263873,77.48523704,vehicle_breakdown,Low,0.173,0.173,0.043,41,113,1,False,False,113,False,False,,[]
FKID003563,12.9228895,77.6705524,vehicle_breakdown,Low,0.043,0.037,0.043,41,113,1,False,False,113,False,False,,[]
FKID003564,13.1505659,77.6197236,others,Medium,0.086,0.026,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003565,12.9568266,77.702037,vehicle_breakdown,Low,0.043,0.031,0.043,41,113,1,False,False,113,False,False,,[]
FKID003566,12.9276924,77.680652,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,False,,[]
FKID003567,12.9575781,77.5861908,vehicle_breakdown,Low,0.057,0.057,0.043,41,113,1,False,False,113,False,False,,[]
FKID003568,13.0280704,77.6324867,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,False,,[]
FKID003569,13.0264,77.544019,tree_fall,High,0.394,0.09,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003570,12.9952935,77.6668596,vehicle_breakdown,Low,0.043,0.02,0.043,41,113,1,False,False,113,False,False,,[]
FKID003571,12.9059931,77.6014375,road_conditions,High,0.124,0.053,0.124,246,918,3,False,True,246,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003572,12.9882485,77.511503,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,False,,[]
FKID003573,13.0930614,77.5959276,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,False,,[]
FKID003574,12.9602493,77.5567474,vehicle_breakdown,Low,0.049,0.049,0.043,41,113,1,False,False,113,False,False,,[]
FKID003575,13.0959631,77.5939992,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003576,13.02041435,77.58404933,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003577,12.9718847,77.6068766,public_event,High,0.464,0.086,0.464,46,110,3,True,True,110,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003578,12.9247047,77.6182496,others,Medium,0.296,0.296,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003579,13.0000669,77.5840462,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,False,,[]
FKID003580,12.9735078,77.6144939,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003581,12.9734934,77.6143989,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003582,12.9173731,77.6226726,vehicle_breakdown,Low,0.06,0.06,0.043,41,113,1,False,False,113,False,False,,[]
FKID003583,12.9609952,77.5126225,vehicle_breakdown,Low,0.097,0.097,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003584,12.975057,77.5524102,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003585,13.0443009,77.5563891,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003586,12.9773195,77.5740417,vehicle_breakdown,Low,0.043,0.037,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003587,13.0180242,77.5586509,vehicle_breakdown,Low,0.043,0.02,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003588,12.8268178,77.6822591,vehicle_breakdown,Low,0.043,0.028,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003589,12.9775169,77.6072799,others,Medium,0.086,0.058,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003590,13.04344,77.5601033,vehicle_breakdown,Low,0.048,0.048,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003591,13.0437467,77.559835,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003592,12.9338744,77.6899073,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003593,12.9604335,77.5592518,vehicle_breakdown,Low,0.046,0.046,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003594,12.9726633,77.5947383,vehicle_breakdown,Low,0.043,0.03,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003595,12.91698635,77.67344311,vehicle_breakdown,Low,0.043,0.018,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003596,12.9645696,77.57401,vehicle_breakdown,Low,0.095,0.095,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003597,13.0445804,77.5829928,congestion,Medium,0.044,0.022,0.044,72,97,2,False,False,97,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003598,12.96447,77.5742107,vehicle_breakdown,Low,0.045,0.045,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003599,12.9714236,77.5979847,others,Medium,0.086,0.079,0.086,75,551,2,False,False,75,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003600,12.9341239,77.6299902,vehicle_breakdown,Low,0.075,0.075,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003601,12.9775343,77.6072415,vehicle_breakdown,Low,0.043,0.03,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003602,12.9818652,77.7519779,vehicle_breakdown,Low,0.05,0.05,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003603,12.9836542,77.5294677,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003604,13.014139,77.5837383,vehicle_breakdown,Low,0.043,0.026,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003605,13.06862592,77.59306326,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003606,13.0439727,77.5477115,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003607,13.0287725,77.540212,vehicle_breakdown,Low,0.045,0.045,0.043,41,113,1,False,False,113,False,False,,[]
FKID003608,12.9978827,77.5514879,vehicle_breakdown,Low,0.043,0.029,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003609,13.0024775,77.6631382,tree_fall,High,0.394,0.077,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003610,13.0104231,77.6974729,water_logging,High,0.085,0.071,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003611,12.9881252,77.7324221,tree_fall,High,0.394,0.095,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003612,12.9952874,77.6664068,water_logging,High,0.085,0.018,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003613,13.0089551,77.6622898,tree_fall,High,0.394,0.077,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003614,12.9967093,77.7183645,water_logging,High,0.085,0.071,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003615,12.9870683,77.6638117,tree_fall,High,0.394,0.286,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003616,12.9962646,77.5846917,water_logging,High,0.085,0.081,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003617,12.9937741,77.5957802,water_logging,High,0.085,0.073,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003618,13.0427175,77.6122126,tree_fall,High,0.394,0.069,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003619,13.0098946,77.5906027,water_logging,High,0.085,0.037,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003620,13.0283454,77.5792081,tree_fall,High,0.394,0.081,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003621,13.1090517,77.580184,water_logging,High,0.085,0.039,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003622,13.04319605,77.60986939,tree_fall,High,0.394,0.069,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003623,13.23270327,77.71303552,accident,Low,0.03,0.024,0.03,40,89,1,False,False,89,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003624,13.04625027,77.591725,water_logging,High,0.085,0.026,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003625,13.0272956,77.5421344,water_logging,High,0.085,0.026,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003626,12.9683974,77.5749309,water_logging,High,0.139,0.139,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003627,12.9683621,77.5749043,water_logging,High,0.139,0.139,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003628,13.115836,77.5783772,others,Medium,0.088,0.088,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003629,12.9805205,77.5708724,water_logging,High,0.195,0.195,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003630,13.03322531,77.72154725,accident,Low,0.039,0.039,0.03,40,89,1,False,False,89,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003631,12.9634233,77.5675933,water_logging,High,0.268,0.268,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003632,12.9591301,77.7464985,water_logging,High,0.085,0.026,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003633,13.0289627,77.5786285,tree_fall,High,0.394,0.081,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003634,12.9590844,77.7465505,water_logging,High,0.085,0.026,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003635,13.1071128,77.60332,water_logging,High,0.085,0.044,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003636,13.0414722,77.5469943,vehicle_breakdown,Low,0.043,0.021,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003637,13.0218972,77.5518195,tree_fall,High,0.394,0.09,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003638,12.9978644,77.5514768,vehicle_breakdown,Low,0.043,0.029,0.043,41,113,1,False,False,113,False,True,,['night shift - reduced staffing; verify unit availability']
FKID003639,12.97321487,77.56752566,water_logging,High,0.195,0.195,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003640,12.97135887,77.56655109,water_logging,High,0.085,0.057,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003641,13.0287539,77.5789947,tree_fall,High,0.394,0.081,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003642,12.9875054,77.7408653,water_logging,High,0.085,0.026,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003643,12.9902133,77.766255,tree_fall,High,0.394,0.095,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003644,13.0423168,77.5143636,water_logging,High,0.085,0.061,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003645,13.0588906,77.5590847,tree_fall,High,0.394,0.097,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003646,13.0663967,77.5703,tree_fall,High,0.394,0.081,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003647,13.0352824,77.5370657,tree_fall,High,0.394,0.097,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003648,13.0423867,77.5143903,vehicle_breakdown,Low,0.043,0.015,0.043,41,113,1,False,False,113,False,False,,[]
FKID003649,13.0938474,77.5970214,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,False,,[]
FKID003650,13.0117307,77.5519405,tree_fall,High,0.394,0.095,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003651,13.0389135,77.5201138,vehicle_breakdown,Low,0.043,0.024,0.043,41,113,1,False,False,113,False,False,,[]
FKID003652,13.0412729,77.5288551,tree_fall,High,0.394,0.097,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003653,13.0412713,77.5294692,tree_fall,High,0.394,0.097,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003654,13.0020662,77.6630465,congestion,Medium,0.044,0.017,0.044,72,97,2,False,False,97,False,False,,[]
FKID003655,12.9507593,77.5373271,vehicle_breakdown,Low,0.044,0.044,0.043,41,113,1,False,False,113,False,False,,[]
FKID003656,12.929437,77.6833151,vehicle_breakdown,Low,0.043,0.022,0.043,41,113,1,False,False,113,False,False,,[]
FKID003657,13.0231428,77.5221329,tree_fall,High,0.43,0.43,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003658,12.9615128,77.631036,water_logging,High,0.088,0.088,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003659,13.1164051,77.577981,vehicle_breakdown,Low,0.043,0.025,0.043,41,113,1,False,False,113,False,False,,[]
FKID003660,12.9979397,77.5839711,vehicle_breakdown,Low,0.043,0.018,0.043,41,113,1,False,False,113,False,False,,[]
FKID003661,12.9666051,77.5872379,vehicle_breakdown,Low,0.076,0.076,0.043,41,113,1,False,False,113,False,False,,[]
FKID003662,12.9677329,77.7016837,vehicle_breakdown,Low,0.043,0.027,0.043,41,113,1,False,False,113,False,False,,[]
FKID003663,13.0195457,77.7086725,vehicle_breakdown,Low,0.083,0.083,0.043,41,113,1,False,False,113,False,False,,[]
FKID003664,13.1352303,77.6170911,vehicle_breakdown,Low,0.043,0.035,0.043,41,113,1,False,False,113,False,False,,[]
FKID003665,12.9530439,77.5401102,others,Medium,0.086,0.039,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003666,12.9607396,77.5126051,pot_holes,Low,0.058,0.058,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003667,13.05033,77.4913333,vehicle_breakdown,Low,0.051,0.051,0.043,41,113,1,False,False,113,False,False,,[]
FKID003668,12.8209099,77.6867811,pot_holes,Low,0.026,0.026,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003669,12.8751717,77.6258361,pot_holes,Low,0.024,0.017,0.024,36,1010,1,False,False,36,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003670,13.1410304,77.6175473,vehicle_breakdown,Low,0.058,0.058,0.043,41,113,1,False,False,113,False,False,,[]
FKID003671,12.9112375,77.6266187,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,False,,[]
FKID003672,12.8775979,77.6253623,pot_holes,Low,0.024,0.017,0.024,36,1010,1,False,False,36,True,True,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review', 'night shift - reduced staffing; verify unit availability']"
FKID003673,13.0013754,77.7576431,construction,High,0.265,0.045,0.265,296,1420,3,False,True,296,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003674,12.9116008,77.6264655,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,False,,[]
FKID003675,12.9113724,77.626413,vehicle_breakdown,Low,0.043,0.04,0.043,41,113,1,False,False,113,False,False,,[]
FKID003676,13.0505275,77.5429039,tree_fall,High,0.394,0.097,0.394,90,1140,3,True,True,90,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003677,12.9880008,77.549979,water_logging,High,0.085,0.036,0.085,113,1066,3,False,True,113,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
FKID003678,13.0011314,77.5331004,others,Medium,0.097,0.097,0.086,75,551,2,False,False,75,True,False,,"['duration tail is ticket-lifecycle; dispatch on median, route to F7 review']"
